...1,X.3,X.2,site_code,X.1,X,sample_id,sample_collection_date_time,Week_date,ammonia_mg_l,ophosph_mg_l,GI_ND,GI_lower_LOQ,GII_ND,GII_lower_LOQ,GI_per_litre,GII_per_litre,Log10_GI,Log10_GII,Log10_NoV,Log10_GI_norm,Log10_GII_norm,Log10_NoV_norm,site_name,site_type,water_company_name,catchment_population_ons_mid_2019,grab_compo_ind,region,collection_date,week_beginning,avg_Log10_NoV,date,imd,bame,school_den,carehome_den,prop_agri,prop_urb,mob_7day,temp_2,temp_3,temp_1,temp_4,temp_5,rain_1,rain_2,rain_3,rain_4,rain_5,lockdown_NA,lockdown_step3,lockdown_step4,lockdown_planB,lockdown_lifting,lockdown_planA,scale_school_den,scale_carehome_den,scale_imd,scale_bame,scale_mob_7day,scale_prop_agri,scale_prop_urb,row_id,Easting,Northing,fold.x,stacked_pred,fold.y,Bias,week,ci_lower,ci_upper
1663,1740,1740,UKENNE_NU_TP000055,1250,1253,2108559-07,09/08/2021 12:50,05/08/2021,31,3.5,FALSE,FALSE,FALSE,FALSE,26895.98849,270923.9004,4.42968751,5.432847319,5.473953697,4.706385874,5.709545683,5.750652061,WASHINGTON STW,SEWAGE TREATMENT PLANT,Northumbrian Water,58579,Composite,North East,2021-08-09,2021-08-09,5.750652061,2021-08-09,23.9347354611344,0.02778382652179,112.668362382424,15.3638675976032,0.0602429878608459,0.578703979836108,-27.721659057363,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,1.56944443861644,-0.95095668335774,0.157090035411154,-0.969056488028733,-0.387242823152773,-0.590706168208383,-0.30039992073942,768,432799,555701,8,6.064526871238034,8,-0.3138748102380333,12,4.162206198592609,6.147762649408093
1664,1741,1741,UKENNE_YW_TP000029,1265,1268,2108504-05,09/08/2021 09:00,05/08/2021,38,3.4000000950000002,FALSE,FALSE,FALSE,FALSE,33437.74988,197036.8245,4.524237045,5.2945474,5.362623022,4.173142926,4.94345328,5.011528902,YORK NABURN STW,SEWAGE TREATMENT PLANT,Yorkshire Water,159083,Grab,Yorkshire and The Humber,2021-08-09,2021-08-09,5.011528902,2021-08-09,12.792231091955,0.0710609882521783,76.0609241716588,16.3436696567201,0.0749917125097655,0.624515425082782,-36.8210781391482,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.0563197950842853,-0.875740483151726,-1.32991871141051,-0.598977495119506,-1.35874052064309,-0.47604506850158,-0.0564411667780726,769,460089,447151,4,5.024732859472916,4,-0.013203957472915917,12,4.162206198592609,6.147762649408093
1665,1743,1743,UKENNE_YW_TP000057,1288,1291,2108507-02,09/08/2021 11:15,05/08/2021,39,4,FALSE,FALSE,FALSE,FALSE,145210.1958,261501.81,5.161997111,5.417474699,5.6092869930000004,4.265026865,4.520504453,4.712316747,SHEFFIELD BLACKBURN MEADOWS STW,SEWAGE TREATMENT PLANT,Yorkshire Water,486304,Grab,Yorkshire and The Humber,2021-08-09,2021-08-09,4.712316747,2021-08-09,27.4063428252478,0.20587744995972,77.9347897611371,18.0956767783115,0.0461145099424216,0.657363728571001,-30.1657383949548,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0.0269000040340387,-0.741244625346779,0.620388980148054,0.553887858831809,-0.648184475319022,-0.700545279987345,0.118485233067649,770,439589,391567,4,4.384793855926311,4,0.3275228910736887,12,4.162206198592609,6.147762649408093
1666,1744,1744,UKENNE_YW_TP000063,1322,1327,2108509-10,13/08/2021 07:00,05/08/2021,30,1.799999952,FALSE,FALSE,FALSE,FALSE,57060.2925,196218.9129,4.756333994,5.292740865,5.403599535,4.889273406,5.425680278,5.536538948,WAKEFIELD CALDER VALE STW,SEWAGE TREATMENT PLANT,Yorkshire Water,100609,Unspecified,Yorkshire and The Humber,2021-08-13,2021-08-09,5.536538948,2021-08-13,26.1843913764642,0.130000753111742,88.4612708604598,18.8849904084128,0.235408280292235,0.582203909679773,-30.2187849917958,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,0.494389053103113,-0.680651598954749,0.457315003927892,-0.0949617984011649,-0.653847984849405,0.771082429703916,-0.281761815807014,771,435069,420411,2,4.8075611246231365,2,0.7289778233768631,12,4.162206198592609,6.147762649408093
1668,1747,1747,UKENNE_YW_TP000094,1368,1373,2108512-08,09/08/2021 08:00,05/08/2021,7,NA,FALSE,FALSE,FALSE,FALSE,19865.67083,113986.2095,4.298103235,5.056852312,5.126624476,4.427402011,5.186151088,5.255923252,HUDDERSFIELD STW,SEWAGE TREATMENT PLANT,Yorkshire Water,195270,Composite,Yorkshire and The Humber,2021-08-09,2021-08-09,5.255923252,2021-08-09,23.7349362805777,0.228157925309329,70.1592666564244,31.7509089977979,0.312616604784803,0.507159653860369,-25.0167677409363,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.318416903671294,0.307022900653552,0.130426089923512,0.744416432084623,-0.0984556311076991,1.37132357621458,-0.681393459014942,772,418099,420701,2,5.082178193249017,2,0.173745058750983,12,4.162206198592609,6.147762649408093
1670,1749,1749,UKENNE_YW_TP000096,1416,1421,2106745-42,09/08/2021 13:50,05/08/2021,20,2,FALSE,FALSE,FALSE,FALSE,34521.34943,289820.7074,4.538087764,5.462129412,5.511003266,4.709858741,5.63390039,5.682774244,KEIGHLEY MARLEY STW,SEWAGE TREATMENT PLANT,Yorkshire Water,84396,Grab,Yorkshire and The Humber,2021-08-09,2021-08-09,5.682774244,2021-08-09,27.1857648634681,0.195011809137819,85.3121000995308,34.3618180956443,0.220022433542654,0.658096123275711,-31.3250511077616,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0.354531979263161,0.507453854636563,0.590952028843842,0.460971751307619,-0.771958270221771,0.651468147776392,0.122385439634083,773,408519,441231,1,5.275565639998213,1,0.40720860400178704,12,4.162206198592609,6.147762649408093
1671,1750,1750,UKENNE_YW_TP000098,1418,1423,2106484-39,09/08/2021 08:20,05/08/2021,16,1.5,FALSE,FALSE,FALSE,FALSE,3612.252225,35725.70659,3.557778067,4.552980827,4.594811821,2.975034556,3.970237316,4.01206831,LEEDS KNOSTROP STW,SEWAGE TREATMENT PLANT,Yorkshire Water,624860,Composite,Yorkshire and The Humber,2021-08-09,2021-08-09,4.01206831,2021-08-09,30.9901149055436,0.230916029042844,95.5414012738854,18.0840508273853,0.176815388859719,0.588059705596641,-31.1197008054049,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0.808823041349226,-0.742137111583477,1.09865672440451,0.76800199572203,-0.750034085378165,0.315563357609385,-0.250578065378735,774,434649,430711,4,4.490010169020391,4,-0.4779418590203912,12,4.162206198592609,6.147762649408093
1672,1751,1751,UKENNE_YW_TP000102,1455,1460,2106751-46,09/08/2021 05:00,05/08/2021,25,2.700000048,FALSE,FALSE,FALSE,FALSE,21458.63678,200547.5371,4.331602129,5.302217333,5.346365052,4.495636955,5.466252159,5.510399878,BARNSLEY LUNDWOOD STW,SEWAGE TREATMENT PLANT,Yorkshire Water,87807,Composite,Yorkshire and The Humber,2021-08-09,2021-08-09,5.510399878,2021-08-09,34.01497465407,0.0318220030700067,105.914107075746,26.1938114273349,0.110881499368463,0.7416651885693,-26.7280803869959,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,1.26948281224808,-0.119577308577515,1.50233553438632,-0.93452454900131,-0.281163590856573,-0.197026880324715,0.567414076669248,775,437799,407001,3,5.751726929376021,3,-0.24132705137602084,12,4.162206198592609,6.147762649408093
1674,1753,1753,UKENNE_YW_TP000112,1504,1509,2108518-05,09/08/2021 03:50,05/08/2021,17,1.200000048,FALSE,FALSE,FALSE,FALSE,33058.74285,1691793.884,4.519286334,6.228347451,6.236751994,4.687570755,6.396631871,6.405036415,CHESTERFIELD STW,SEWAGE TREATMENT PLANT,Yorkshire Water,99910,Grab,East Midlands,2021-08-09,2021-08-09,6.405036415,2021-08-09,22.4758078098383,0.0402640119304895,73.0657591832649,37.0333299969973,0.175627920945302,0.687599642516974,-30.2452541788563,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.18933735518035,0.712537087678577,-0.0376092984709158,-0.862333813465516,-0.656673962425845,0.306331618582813,0.279499928225681,776,439229,374651,5,4.948772502832078,5,1.4562639121679215,12,4.162206198592609,6.147762649408093
1675,1754,1754,UKENNE_YW_TP000119,1505,1510,2108519-06,09/08/2021 09:30,05/08/2021,29,3,FALSE,FALSE,FALSE,FALSE,9234.104961,310749.3991,3.965394807,5.492410297,5.50512759,4.079557756,5.606573246,5.619290539,DONCASTER SANDALL STW,SEWAGE TREATMENT PLANT,Yorkshire Water,95371,Composite,Yorkshire and The Humber,2021-08-09,2021-08-09,5.619290539,2021-08-09,28.0580123289017,0.105953999666874,107.999286994998,25.1648824066016,0.0427395739711764,0.632486179895645,-30.7142857142857,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,1.36208724181873,-0.198564824985684,0.70735670480524,-0.30059446796148,-0.706750022515457,-0.726783065227397,-0.0139946689256905,777,460189,405981,6,5.7966121470657335,6,-0.17732160806573383,12,4.162206198592609,6.147762649408093
1676,1755,1755,UKENNE_YW_TP000141,1527,1532,2106738-40,11/08/2021 04:30,05/08/2021,51,5,FALSE,FALSE,FALSE,FALSE,42194.40289,98431.03362,4.625254845,4.993132046,5.148063884,4.40850335,4.77638055,4.931312388,SHEFFIELD WOODHOUSE MILL STW,SEWAGE TREATMENT PLANT,Yorkshire Water,120421,Grab,Yorkshire and The Humber,2021-08-11,2021-08-09,4.931312388,2021-08-11,24.1962428681215,0.0635604921079885,68.9248552993249,23.2517584142301,0.146712101842033,0.611187225990631,-30.5843083821252,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.373238052927682,-0.345429098121463,0.191989173761423,-0.663117007702472,-0.692873018084189,0.0815311903270266,-0.127417553258828,778,443369,385781,2,5.773540152167558,2,-0.842227764167558,12,4.162206198592609,6.147762649408093
1677,1756,1756,UKENNW_UU_TP000012,1570,1575,2108476-05,09/08/2021 08:10,05/08/2021,12,1.299999952,FALSE,FALSE,FALSE,FALSE,379295.8097,140834.0531,5.578978045,5.148707678,5.716111789,5.85910175,5.428831384,5.996235495,BARROW IN FURNESS STW,SEWAGE TREATMENT PLANT,United Utilities Water,63158,Composite,North West,2021-08-09,2021-08-09,5.996235495,2021-08-09,31.0211747149261,0.0255564968246532,98.1665030558282,17.4166376389373,0.132471138665651,0.681724888290378,-27.5173802594113,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0.925405812378847,-0.793372239674231,1.10280177175617,-0.988103206857672,-0.365433037267273,-0.0291824162767593,0.248215219497711,779,321942,468543,3,5.094507630249967,3,0.9017278647500326,12,4.162206198592609,6.147762649408093
1678,1758,1758,UKENNW_UU_TP000018,1593,1598,2106728-22,09/08/2021 08:29,05/08/2021,8,NA,FALSE,FALSE,FALSE,FALSE,8548.960811,80672.7081,3.931913326,4.906726636,4.950470343,4.162415641,5.137228951,5.180972658,BLACKBURN STW,SEWAGE TREATMENT PLANT,United Utilities Water,125653,Composite,North West,2021-08-09,2021-08-09,5.180972658,2021-08-09,33.5475688288712,0.402116433230438,89.9302046111115,23.0794330417897,0.140759100777019,0.66936452876816,-30.3266003862895,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0.559625520613782,-0.358657953473875,1.43995848454567,2.23199987899609,-0.665358874342818,0.0352507379544701,0.182392849316681,780,360469,429411,4,4.596670886392654,4,0.584301771607346,12,4.162206198592609,6.147762649408093
1679,1759,1759,UKENNW_UU_TP000019,1622,1627,2108560-13,11/08/2021 10:00,05/08/2021,11,0.75,FALSE,TRUE,FALSE,FALSE,1140,8041.854121,3.056904851,3.905356191,3.962930389,2.765883384,3.614334724,3.671908922,BOLTON STW,SEWAGE TREATMENT PLANT,United Utilities Water,320905,Composite,North West,2021-08-11,2021-08-09,3.671908922,2021-08-11,31.4288325870613,0.240994237041529,79.7743880587713,19.0087409046291,0.0403438061482532,0.794974869701692,-31.7222208332639,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,0.108597966602502,-0.671151678014199,1.15720523452281,0.854184474363279,-0.814362018238026,-0.745408497578842,0.85130303308848,781,376549,404691,9,4.331170141469132,9,-0.6592612194691316,12,4.162206198592609,6.147762649408093
1680,1761,1761,UKENNW_UU_TP000024,1638,1643,2106730-27,09/08/2021 09:40,05/08/2021,20,2.299999952,FALSE,FALSE,FALSE,FALSE,91033.65178,72669.16375,4.959201965,4.861350163,5.214056149,4.888270011,4.790418208,5.143124195,BURNLEY STW,SEWAGE TREATMENT PLANT,United Utilities Water,108436,Composite,North West,2021-08-09,2021-08-09,5.143124195,2021-08-09,37.1583043767535,0.304488591814645,92.2202958427091,28.5882917112398,0.107387281598893,0.795578255950911,-20.5412018711767,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0.661330217752303,0.0642391130636817,1.92182460407014,1.3971481515158,0.379377283099032,-0.224191998774689,0.854516233561075,782,382849,435121,10,4.701887441940912,10,0.4412367530590888,12,4.162206198592609,6.147762649408093
1681,1762,1762,UKENNW_UU_TP000026,1655,1660,2108479-13,11/08/2021 08:00,05/08/2021,10,0.639999986,FALSE,FALSE,FALSE,FALSE,6667.62676,18717.65848,3.823971281,4.272251519,4.404582048,3.860977795,4.309258034,4.441588562,BURY STW,SEWAGE TREATMENT PLANT,United Utilities Water,151769,Composite,North West,2021-08-11,2021-08-09,4.441588562,2021-08-11,26.0862834395418,0.144641911721954,86.3153872002846,27.0147395054326,0.102323207252024,0.80201610434049,-27.1657423573683,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0.399088724128722,-0.056557344389454,0.444222134003625,0.030240156090385,-0.327890485471962,-0.263561662757909,0.88879957613752,783,380039,407811,5,4.827529886862679,5,-0.38594132486267885,12,4.162206198592609,6.147762649408093
1682,1763,1763,UKENNW_UU_TP000027,1689,1694,2106736-22,11/08/2021 10:00,05/08/2021,44,4,FALSE,FALSE,FALSE,FALSE,43517.80045,101841.9156,4.638666936,5.00792656,5.162444066,4.552650765,4.921910389,5.076427895,CARLISLE STW,SEWAGE TREATMENT PLANT,United Utilities Water,80927,Grab,North West,2021-08-11,2021-08-09,5.076427895,2021-08-11,21.5430282048732,0.029138972892372,85.2620262705895,21.006586182609,0.101316543971322,0.746194570348663,-34.4285714285714,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0.352308162352824,-0.51778362881392,-0.162092214113884,-0.957468130936512,-1.10330500990723,-0.271387771221342,0.591534300974742,784,338811,556534,7,5.528987513956114,7,-0.45255961895611385,12,4.162206198592609,6.147762649408093
1686,1767,1767,UKENNW_UU_TP000067,1778,1783,2106735-28,11/08/2021 08:00,05/08/2021,15,1.600000024,FALSE,FALSE,FALSE,FALSE,17188.56301,69728.48294,4.235239571,4.843410217,4.939104958,4.456910218,5.065080864,5.160775605,HYDE STW,SEWAGE TREATMENT PLANT,United Utilities Water,77438,Grab,North West,2021-08-11,2021-08-09,5.160775605,2021-08-11,30.9749757145927,0.119428516249223,68.4418502543971,14.2049123169503,0.0447354728720024,0.830965597031057,-35.0012387845919,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.394688675126908,-1.03992589056473,1.09663634293389,-0.185368900309873,-1.16444572810048,-0.711266336268119,1.0429637184512,785,393789,394841,10,5.494007451806064,10,-0.333231846806064,12,4.162206198592609,6.147762649408093
1688,1769,1769,UKENNW_UU_TP000076,1802,1807,2106706-33,09/08/2021 08:30,05/08/2021,10,0.720000029,FALSE,FALSE,FALSE,FALSE,248043.6583,230907.1088,5.394528128,5.363437304,5.680290873,5.616084348,5.584993524,5.901847093,LANCASTER STODDAY STW,SEWAGE TREATMENT PLANT,United Utilities Water,78193,Composite,North West,2021-08-09,2021-08-09,5.901847093,2021-08-09,24.0975126596065,0.0856689129199556,61.386569130229,24.2988502807157,0.088231446953745,0.813114116126856,-33.7142857142857,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.708019087496579,-0.265047279435906,0.178813259373324,-0.474059736343546,-1.02704443540881,-0.373115320519341,0.947899591696334,786,345699,458711,4,5.729509193822707,4,0.17233789917729236,12,4.162206198592609,6.147762649408093
1689,1770,1770,UKENNW_UU_TP000078,1829,1834,2108488-02,13/08/2021 08:00,05/08/2021,16,1.799999952,FALSE,FALSE,FALSE,FALSE,5402.263632,35199.52415,3.732575774,4.546536792,4.608545157,3.998223041,4.812184059,4.874192424,LEIGH STW,SEWAGE TREATMENT PLANT,United Utilities Water,73352,Composite,North West,2021-08-13,2021-08-09,4.874192424,2021-08-13,30.7134831786482,0.0622327401654514,109.063147562439,21.8126295124877,0.0950092449467329,0.828263962326836,-30.5787486025096,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,1.40933410050991,-0.455906318074726,1.06173918917969,-0.674471104923279,-0.692279429301597,-0.32042264437507,1.02857675832472,787,365809,399001,2,5.318809032132963,2,-0.44461660813296255,12,4.162206198592609,6.147762649408093
1690,1771,1771,UKENNW_UU_TP000084,1858,1864,2106732-33,11/08/2021 08:45,05/08/2021,18,2.200000048,FALSE,FALSE,FALSE,FALSE,52468.17773,116920.8395,4.719895981,5.067891925,5.228885248,4.926700825,5.274696769,5.435690092,MACCLESFIELD STW,SEWAGE TREATMENT PLANT,United Utilities Water,68096,Composite,North West,2021-08-11,2021-08-09,5.435690092,2021-08-11,14.648726413011,0.0453042847452618,89.5794172932331,29.3703007518797,0.176505007051583,0.740240743566816,-33.1428571428571,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,0.544046788451235,0.124271390008168,-1.0821624898846,-0.819232579172489,-0.966035975810076,0.313150354431347,0.559828508782854,788,389609,378201,4,5.623695877762676,4,-0.18800578576267668,12,4.162206198592609,6.147762649408093
1691,1772,1772,UKENNW_UU_TP000095,1885,1891,2108490-05,09/08/2021 07:45,05/08/2021,11,1.200000048,FALSE,FALSE,FALSE,FALSE,186195.38,64633.47367,5.269968901,4.810457497,5.399377493,5.823463745,5.363952342,5.952872338,Hoylake NORTH WIRRAL MEOLS STW,SEWAGE TREATMENT PLANT,United Utilities Water,65669,Composite,North West,2021-08-09,2021-08-09,5.952872338,2021-08-09,19.3476788261765,0.0347765214714204,50.252021501774,25.8874050160654,0.197552635207671,0.725003006275492,-31.5714285714286,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,-1.20251283460222,-0.143099126846834,-0.45506977286461,-0.909259370999602,-0.798262711913558,0.476781057969751,0.478683297520355,789,324149,390251,8,5.706069838469464,8,0.2468024995305358,12,4.162206198592609,6.147762649408093
1692,1773,1773,UKENNW_UU_TP000102,1896,1902,2106685-47,11/08/2021 08:00,05/08/2021,19,2.5999999049999998,FALSE,FALSE,FALSE,FALSE,7956.525073,16721.9665,3.900723436,4.223287349,4.392318611,3.561209338,3.883773251,4.052804513,PRESTON CLIFTON MARSH STW,SEWAGE TREATMENT PLANT,United Utilities Water,236562,Composite,North West,2021-08-11,2021-08-09,4.052804513,2021-08-11,23.0721953542169,0.161457726065068,66.3673793762312,37.19955022362,0.0998870815531687,0.772015586146884,-24.5812650073066,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.48681750802033,0.72529727094989,0.041980842632325,0.174038394889358,-0.051959266980571,-0.28250084958958,0.72903842917309,790,345709,427931,5,4.694476170688056,5,-0.6416716576880557,12,4.162206198592609,6.147762649408093
1693,1774,1774,UKENNW_UU_TP000103,1930,1936,2106733-33,11/08/2021 08:10,05/08/2021,8,0.720000029,FALSE,TRUE,FALSE,FALSE,1140,20175.53109,3.056904851,4.304824976,4.328696158,3.067161749,4.315081873,4.338953055,ROCHDALE STW,SEWAGE TREATMENT PLANT,United Utilities Water,156830,Composite,North West,2021-08-11,2021-08-09,4.338953055,2021-08-11,32.8756677431341,0.275802933584128,93.0944334629854,26.1429573423452,0.0652622184147678,0.857273362586602,-27.6173039320662,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0.700151335750108,-0.123481210393486,1.35029077983705,1.1518464939111701,-0.376101368622982,-0.55168513359731,1.18305992519343,791,388287,412525,9,4.166312398100947,9,0.17264065689905284,12,4.162206198592609,6.147762649408093
1696,1778,1778,UKENNW_UU_TP000124,1989,1995,2106712-43,13/08/2021 08:00,05/08/2021,18,2.200000048,FALSE,FALSE,FALSE,FALSE,110699.1204,113962.5755,5.04414417,5.056762256,5.351529033,4.757911495,4.770529581,5.065296358,NORTH WARRINGTON STW,SEWAGE TREATMENT PLANT,United Utilities Water,221811,Composite,North West,2021-08-13,2021-08-09,5.065296358,2021-08-13,23.1760998685264,0.0519286231712646,76.1909914296405,19.8367078278354,0.305764301921755,0.45200034908069,-31.8993790790835,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.0505434090180241,-0.607591364703598,0.0558472874182797,-0.762585414816893,-0.833276283682695,1.31805167640602,-0.975132178476137,792,358039,386891,3,4.925277043654904,3,0.1400193143450963,12,4.162206198592609,6.147762649408093
1697,1779,1779,UKENNW_UU_TP000133,2007,2013,2108499-18,09/08/2021 09:00,05/08/2021,8,1,FALSE,FALSE,FALSE,FALSE,18598.09722,48453.0029,4.269468514,4.685320698,4.826405908,4.3521495120000004,4.768001696,4.909086906,WIGAN HOSCAR STW,SEWAGE TREATMENT PLANT,United Utilities Water,202579,Composite,North West,2021-08-09,2021-08-09,4.909086906,2021-08-09,23.8991402651419,0.0380371729456412,76.5133602199636,19.251748700507,0.158852286007074,0.719892626497091,-30.360128312118,1,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.036226765325253,-0.652496764140219,0.152339723808666,-0.881376336032448,-0.66893847678241,0.175912697890712,0.451469096433816,793,348172,411615,9,5.163033144415229,9,-0.2539462384152289,12,4.162206198592609,6.147762649408093
1699,1781,1781,UKENSO_SW_TP000004,2060,2066,2107079-26,09/08/2021 07:30,05/08/2021,4,0.660000026,FALSE,FALSE,FALSE,FALSE,340377.2201,417138.0207,5.531960487,5.620279776,5.879391375,5.703310006,5.791629295,6.050740894,PORTSMOUTH AND HAVANT STW,SEWAGE TREATMENT PLANT,Southern Water,359082,Composite,South East,2021-08-09,2021-08-09,6.050740894,2021-08-09,23.8089065446698,0.0898958398352224,66.0016375089812,27.5703042759036,0.115956608277923,0.720707144177286,-32.6992811585898,2,1,1,1,1,1,1,1,2,1,0,0,1,0,0,0,-0.50306038311906,-0.0139084536116391,0.140297697424417,-0.437913723218927,-0.918677672658574,-0.157571430274455,0.455806630804756,794,470951,105443,6,5.150866993000537,6,0.899873900999463,12,4.162206198592609,6.147762649408093
1700,1782,1782,UKENSO_SW_TP000008,2079,2085,2107081-28,09/08/2021 08:00,05/08/2021,7,0.75999999,FALSE,FALSE,FALSE,FALSE,167128.1167,87961.90999,5.223049519,4.944294651,5.406693479,5.521671779,5.242916911,5.705315739,FAREHAM AND GOSPORT HAMBLE HEDGE END PEEL COMMON STW,SEWAGE TREATMENT PLANT,Southern Water,246894,Composite,South East,2021-08-09,2021-08-09,5.705315739,2021-08-09,13.5173518698406,0.0446671596209312,51.4390791189741,41.3132761427981,0.14881585560167301,0.706103672532105,-34.7538660657744,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,-1.14979470102852,1.04109455821876,-1.23314864038406,-0.824680871411208,-1.13803502818732,0.097886415970914,0.378039061436774,795,456846,103242,10,5.458825706651584,10,0.24649003234841604,12,4.162206198592609,6.147762649408093
1701,1783,1783,UKENSO_SW_TP000011,2104,2110,2107076-46,09/08/2021 12:15,05/08/2021,19,0.779999971,FALSE,FALSE,FALSE,FALSE,20270.24389,332276.0643,4.306858974,5.521499058,5.547216171,4.811602836,6.02624292,6.051960033,TOTTON MARCHWOOD HYTHE CADNAM STW,SEWAGE TREATMENT PLANT,Southern Water,62083,Grab,South East,2021-08-09,2021-08-09,6.051960033,2021-08-09,13.9692255995026,0.0328339339418232,59.5976354235459,37.0471787767988,0.231219164284104,0.701473424852905,-25.3787263460467,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.787466996963562,0.713600213219563,-1.17284440659574,-0.925871154394042,-0.137100070746212,0.738514959653083,0.35338169801443,796,438275,111125,5,5.5910280861385315,5,0.46093194686146877,12,4.162206198592609,6.147762649408093
1702,1784,1784,UKENSO_SW_TP000013,2120,2126,2107093-27,09/08/2021 08:30,05/08/2021,13,1.200000048,FALSE,FALSE,FALSE,FALSE,103691.3548,177841.6702,5.015742549,5.250033528,5.449529347,5.353575284,5.5878662629999996,5.787362081,EASTLEIGH STW,SEWAGE TREATMENT PLANT,Southern Water,92513,Composite,South East,2021-08-09,2021-08-09,5.787362081,2021-08-09,9.53086346848016,0.083999078251229,56.2083166690087,22.6995125009458,0.151610303616553,0.712492093368964,-31.8120284330298,2,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,-0.937989226244202,-0.387823211085446,-1.7651603789949,-0.488339109292658,-0.82395030905149,0.119611310162569,0.412059188475966,797,446839,117931,3,5.673060588727738,3,0.11430149227226227,12,4.162206198592609,6.147762649408093
1704,1786,1786,UKENSO_SW_TP000022,2163,2169,2107094-08,09/08/2021 09:00,05/08/2021,40,3.5,FALSE,FALSE,FALSE,FALSE,185419.7586,389248.9517,5.268156011,5.590227452,5.759417551,5.306426165,5.628497605,5.797687704,RAMSGATE SANDWICH DEAL STW,SEWAGE TREATMENT PLANT,Southern Water,87672,Composite,South East,2021-08-09,2021-08-09,5.797687704,2021-08-09,25.0506675834859,0.0458459711883305,80.9836663929191,38.7809106670317,0.233380812678026,0.678763326070626,-22.8066762214955,2,1,1,1,1,1,1,1,2,1,0,0,1,0,0,0,0.162302939152822,0.846693141271626,0.306015337283676,-0.814600418344283,0.137504357445592,0.755320275904254,0.232444072680155,798,633188,162889,1,5.9989720650739935,1,-0.20128436107399317,12,4.162206198592609,6.147762649408093
1705,1787,1787,UKENSO_SW_TP000025,2195,2201,2107078-12,09/08/2021 10:55,05/08/2021,26,2.5999999049999998,FALSE,FALSE,FALSE,FALSE,32231.4177,432485.462,4.508279408,5.635971513,5.667188447,4.503993702,5.631685807,5.662902741,CHATHAM AND GILLINGHAM STW,SEWAGE TREATMENT PLANT,Southern Water,253959,Grab,South East,2021-08-09,2021-08-09,5.662902741,2021-08-09,23.4897758333936,0.150248566164248,79.9341626010498,27.1697399974012,0.0657637182096506,0.748946586187943,-30.9405622904079,2,1,1,1,1,1,1,1,2,1,0,0,1,0,0,0,0.11569367580774,-0.0446584634599233,0.0977085142996836,0.078184728854205,-0.730908396882317,-0.547786320692954,0.606189554731037,799,582959,168491,5,5.682976276267343,5,-0.020073535267343345,12,4.162206198592609,6.147762649408093
1706,1788,1788,UKENSO_SW_TP000026,2211,2217,2107092-25,09/08/2021 10:50,05/08/2021,35,2.799999952,FALSE,FALSE,FALSE,FALSE,453769.3979,582577.3491,5.656835204,5.765353595,6.015505089,5.791199973,5.899718364,6.149869857,ASHFORD STW,SEWAGE TREATMENT PLANT,Southern Water,87784,Composite,South East,2021-08-09,2021-08-09,6.149869857,2021-08-09,19.0386532901795,0.12979103102201,71.7670646131413,26.2006743825754,0.225856966469599,0.606874146096261,-33.5714285714286,2,1,1,1,1,1,1,1,2,1,0,0,1,0,0,0,-0.247013370924806,-0.119050461945002,-0.496310382676697,-0.0967552094442079,-1.01179232050913,0.6968275925829,-0.150385909552775,800,601950,143308,1,5.868581658102892,1,0.28128819889710766,12,4.162206198592609,6.147762649408093
